"Message","Id","Version","Qualifiers","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","MatchedQueryIds","Bookmark","LevelDisplayName","OpcodeDisplayName","TaskDisplayName","KeywordsDisplayNames","Properties"
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-3073522288-1489926022-2671101856-1001
	Account Name:		Taral
	Account Domain:		DESKTOP-P2LJSMT
	Logon ID:		0x96F7A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","5379","0",,"0","13824","0","-9214364837600034816","703723","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","1236","DESKTOP-P2LJSMT",,"27-12-2024 06:44:11","5eb8269d-3c6a-0002-4639-b85e6a3cdb01",,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-3073522288-1489926022-2671101856-1001
	Account Name:		Taral
	Account Domain:		DESKTOP-P2LJSMT
	Logon ID:		0x96F7A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","5379","0",,"0","13824","0","-9214364837600034816","703722","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","1236","DESKTOP-P2LJSMT",,"27-12-2024 06:44:11","5eb8269d-3c6a-0002-4639-b85e6a3cdb01",,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-3073522288-1489926022-2671101856-1001
	Account Name:		Taral
	Account Domain:		DESKTOP-P2LJSMT
	Logon ID:		0x96F7A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","5379","0",,"0","13824","0","-9214364837600034816","703721","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","1236","DESKTOP-P2LJSMT",,"27-12-2024 06:44:11","5eb8269d-3c6a-0002-4639-b85e6a3cdb01",,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-3073522288-1489926022-2671101856-1001
	Account Name:		Taral
	Account Domain:		DESKTOP-P2LJSMT
	Logon ID:		0x96F7A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","5379","0",,"0","13824","0","-9214364837600034816","703720","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","1236","DESKTOP-P2LJSMT",,"27-12-2024 06:44:11","5eb8269d-3c6a-0002-4639-b85e6a3cdb01",,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-3073522288-1489926022-2671101856-1001
	Account Name:		Taral
	Account Domain:		DESKTOP-P2LJSMT
	Logon ID:		0x96F7A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","5379","0",,"0","13824","0","-9214364837600034816","703719","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","1236","DESKTOP-P2LJSMT",,"27-12-2024 06:44:11","5eb8269d-3c6a-0002-4639-b85e6a3cdb01",,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-3073522288-1489926022-2671101856-1001
	Account Name:		Taral
	Account Domain:		DESKTOP-P2LJSMT
	Logon ID:		0x96F7A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","5379","0",,"0","13824","0","-9214364837600034816","703718","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","1236","DESKTOP-P2LJSMT",,"27-12-2024 06:44:11","5eb8269d-3c6a-0002-4639-b85e6a3cdb01",,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-3073522288-1489926022-2671101856-1001
	Account Name:		Taral
	Account Domain:		DESKTOP-P2LJSMT
	Logon ID:		0x96F7A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","5379","0",,"0","13824","0","-9214364837600034816","703717","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","1236","DESKTOP-P2LJSMT",,"27-12-2024 06:44:11","5eb8269d-3c6a-0002-4639-b85e6a3cdb01",,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-3073522288-1489926022-2671101856-1001
	Account Name:		Taral
	Account Domain:		DESKTOP-P2LJSMT
	Logon ID:		0x96F7A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","5379","0",,"0","13824","0","-9214364837600034816","703716","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","1236","DESKTOP-P2LJSMT",,"27-12-2024 06:44:11","5eb8269d-3c6a-0002-4639-b85e6a3cdb01",,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Vault credentials were read.

Subject:
	Security ID:		S-1-5-21-3073522288-1489926022-2671101856-1001
	Account Name:		Taral
	Account Domain:		DESKTOP-P2LJSMT
	Logon ID:		0x96F7A

This event occurs when a user reads a stored vault credential.","5382","0",,"0","13824","0","-9214364837600034816","703715","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","32580","DESKTOP-P2LJSMT",,"27-12-2024 06:44:10",,,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Vault Find Credential.

Subject:
	Security ID:		S-1-5-21-3073522288-1489926022-2671101856-1001
	Account Name:		Taral
	Account Domain:		DESKTOP-P2LJSMT
	Logon ID:		0x96F7A

This event occurs when a user finds stored vault credentials.","5380","0",,"0","13824","0","-9214364837600034816","703714","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","32580","DESKTOP-P2LJSMT",,"27-12-2024 06:44:09",,,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-3073522288-1489926022-2671101856-1001
	Account Name:		Taral
	Account Domain:		DESKTOP-P2LJSMT
	Logon ID:		0x96F7A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","5379","0",,"0","13824","0","-9214364837600034816","703713","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","32580","DESKTOP-P2LJSMT",,"27-12-2024 06:44:08","5eb8269d-3c6a-0002-4639-b85e6a3cdb01",,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-3073522288-1489926022-2671101856-1001
	Account Name:		Taral
	Account Domain:		DESKTOP-P2LJSMT
	Logon ID:		0x96F7A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","5379","0",,"0","13824","0","-9214364837600034816","703712","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","32580","DESKTOP-P2LJSMT",,"27-12-2024 06:44:08","5eb8269d-3c6a-0002-4639-b85e6a3cdb01",,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-3073522288-1489926022-2671101856-1001
	Account Name:		Taral
	Account Domain:		DESKTOP-P2LJSMT
	Logon ID:		0x96F7A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","5379","0",,"0","13824","0","-9214364837600034816","703711","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","32580","DESKTOP-P2LJSMT",,"27-12-2024 06:44:08","5eb8269d-3c6a-0002-4639-b85e6a3cdb01",,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-3073522288-1489926022-2671101856-1001
	Account Name:		Taral
	Account Domain:		DESKTOP-P2LJSMT
	Logon ID:		0x96F7A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","5379","0",,"0","13824","0","-9214364837600034816","703710","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","1236","DESKTOP-P2LJSMT",,"27-12-2024 06:44:08","5eb8269d-3c6a-0002-4639-b85e6a3cdb01",,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-3073522288-1489926022-2671101856-1001
	Account Name:		Taral
	Account Domain:		DESKTOP-P2LJSMT
	Logon ID:		0x96F7A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","5379","0",,"0","13824","0","-9214364837600034816","703709","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","1236","DESKTOP-P2LJSMT",,"27-12-2024 06:44:08","5eb8269d-3c6a-0002-4639-b85e6a3cdb01",,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-3073522288-1489926022-2671101856-1001
	Account Name:		Taral
	Account Domain:		DESKTOP-P2LJSMT
	Logon ID:		0x96F7A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","5379","0",,"0","13824","0","-9214364837600034816","703708","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","1236","DESKTOP-P2LJSMT",,"27-12-2024 06:44:08","5eb8269d-3c6a-0002-4639-b85e6a3cdb01",,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-3073522288-1489926022-2671101856-1001
	Account Name:		Taral
	Account Domain:		DESKTOP-P2LJSMT
	Logon ID:		0x96F7A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","5379","0",,"0","13824","0","-9214364837600034816","703707","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","1236","DESKTOP-P2LJSMT",,"27-12-2024 06:44:08","5eb8269d-3c6a-0002-4639-b85e6a3cdb01",,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-3073522288-1489926022-2671101856-1001
	Account Name:		Taral
	Account Domain:		DESKTOP-P2LJSMT
	Logon ID:		0x96F7A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","5379","0",,"0","13824","0","-9214364837600034816","703706","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","1236","DESKTOP-P2LJSMT",,"27-12-2024 06:44:08","5eb8269d-3c6a-0002-4639-b85e6a3cdb01",,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-3073522288-1489926022-2671101856-1001
	Account Name:		Taral
	Account Domain:		DESKTOP-P2LJSMT
	Logon ID:		0x96F7A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","5379","0",,"0","13824","0","-9214364837600034816","703705","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","32580","DESKTOP-P2LJSMT",,"27-12-2024 06:44:08","5eb8269d-3c6a-0002-4639-b85e6a3cdb01",,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Vault credentials were read.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-P2LJSMT$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

This event occurs when a user reads a stored vault credential.","5382","0",,"0","13824","0","-9214364837600034816","703704","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","1236","DESKTOP-P2LJSMT",,"27-12-2024 06:43:52",,,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Vault credentials were read.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-P2LJSMT$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

This event occurs when a user reads a stored vault credential.","5382","0",,"0","13824","0","-9214364837600034816","703703","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","1236","DESKTOP-P2LJSMT",,"27-12-2024 06:43:52",,,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Vault credentials were read.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-P2LJSMT$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

This event occurs when a user reads a stored vault credential.","5382","0",,"0","13824","0","-9214364837600034816","703702","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","1236","DESKTOP-P2LJSMT",,"27-12-2024 06:43:52",,,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DESKTOP-P2LJSMT$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

User:
	Security ID:		S-1-5-21-3073522288-1489926022-2671101856-1001
	Account Name:		Taral
	Account Domain:		DESKTOP-P2LJSMT

Process Information:
	Process ID:		0x8ad8
	Process Name:		C:\Windows\System32\DeviceCensus.exe","4798","0",,"0","13824","0","-9214364837600034816","703701","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","1236","DESKTOP-P2LJSMT",,"27-12-2024 06:43:52","5eb8269d-3c6a-0002-4639-b85e6a3cdb01",,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Credential Manager credentials were read.

Subject:
	Security ID:		S-1-5-21-3073522288-1489926022-2671101856-1001
	Account Name:		Taral
	Account Domain:		DESKTOP-P2LJSMT
	Logon ID:		0x96F7A
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager.","5379","0",,"0","13824","0","-9214364837600034816","703700","Microsoft-Windows-Security-Auditing","54849625-5478-4994-a5ba-3e3b0328c30d","Security","1120","1236","DESKTOP-P2LJSMT",,"27-12-2024 06:43:51","5eb8269d-3c6a-0002-4639-b85e6a3cdb01",,"Security","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Info","User Account Management","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
